Region,State,County,RC Code,RC Name,Secession,Unity,Unmarked,Invalid
South,Central Equatoria,Kajokeji,906058,Lori Center,498,1,0,2
South,Eastern Equatoria,Torit,1001001,Iluhum,1438,0,0,2
South,Eastern Equatoria,Torit,1001002,Malakia Market,2156,22,0,8
South,Eastern Equatoria,Torit,1001003,Torit County Office (Centre),2644,12,0,1
South,Eastern Equatoria,Torit,1001004,Dumak New School,1073,8,0,1
South,Eastern Equatoria,Torit,1001005,Dr John Garang Memorial School,1707,4,3,5
South,Eastern Equatoria,Torit,1001006,Abalua,283,0,0,0
South,Eastern Equatoria,Torit,1001007,Torit Day Secondary School,2091,6,7,3
South,Eastern Equatoria,Torit,1001008,Torit Technical School,1135,0,0,4
South,Eastern Equatoria,Torit,1001009,St Theresa Primary School,1396,2,0,3
South,Eastern Equatoria,Torit,1001010,Angaur,1718,7,0,6
South,Eastern Equatoria,Torit,1001011,ECS Compound,1634,2,1,7
South,Eastern Equatoria,Torit,1001012,Torit Old Market,1952,14,0,6
South,Eastern Equatoria,Torit,1001013,Enyif - Ifwotu,1230,0,0,1
South,Eastern Equatoria,Torit,1001014,Moti,595,0,0,3
South,Eastern Equatoria,Torit,1001015,Imokuru,801,0,0,0
South,Eastern Equatoria,Torit,1001016,Ohufa,296,0,0,0
South,Eastern Equatoria,Torit,1001017,Orifa,396,1,0,0
South,Eastern Equatoria,Torit,1001018,Gunyoro,261,0,0,0
South,Eastern Equatoria,Torit,1001019,Iholong,1561,2,0,24
South,Eastern Equatoria,Torit,1001020,Obule,265,0,0,0
South,Eastern Equatoria,Torit,1001021,Olere,654,2,0,3
South,Eastern Equatoria,Torit,1001022,Gunyoro / Imurok,646,0,0,1
South,Eastern Equatoria,Torit,1001023,Khormus,563,0,0,1
South,Eastern Equatoria,Torit,1001024,Ifoho,1031,0,0,0
South,Eastern Equatoria,Torit,1001025,Hafai Iyirie,807,0,0,0
South,Eastern Equatoria,Torit,1001026,Ohiyari,1595,0,0,1
South,Eastern Equatoria,Torit,1001027,Haramorok,1822,0,0,2
South,Eastern Equatoria,Torit,1001028,Kalisoni,1436,0,0,2
South,Eastern Equatoria,Torit,1001029,Balbal,818,0,0,3
South,Eastern Equatoria,Torit,1001030,Thabuor,295,0,0,0
South,Eastern Equatoria,Torit,1001031,Hisiha,244,0,0,1
South,Eastern Equatoria,Torit,1001032,Lohila Wacca,269,0,0,0
South,Eastern Equatoria,Torit,1001033,Imajario,620,0,0,0
South,Eastern Equatoria,Torit,1001034,Ofiri,382,0,0,1
South,Eastern Equatoria,Torit,1001035,Kudo Centre,1008,0,0,0
South,Eastern Equatoria,Torit,1001036,Losok,466,0,0,0
South,Eastern Equatoria,Torit,1001037,Lohira,355,0,0,1
South,Eastern Equatoria,Torit,1001038,Lohilo,526,0,0,1
South,Eastern Equatoria,Torit,1001039,Lohwa Kudo,504,0,0,1
South,Eastern Equatoria,Torit,1001040,Osito Centre,1001,7,0,3
South,Eastern Equatoria,Torit,1001041,Lohila Centre,700,0,0,1
South,Eastern Equatoria,Torit,1001042,Ohiri Centre,303,0,0,0
South,Eastern Equatoria,Torit,1001043,Orongo Centre,775,0,0,5
South,Eastern Equatoria,Torit,1001044,Oriaju,753,0,0,0
South,Eastern Equatoria,Torit,1001045,Hiyala,1816,0,0,0
South,Eastern Equatoria,Torit,1001046,Oguruny,1793,0,0,0
South,Eastern Equatoria,Torit,1001047,Ofi,1791,0,1,1
South,Eastern Equatoria,Torit,1001048,Iloi,612,0,0,0
South,Eastern Equatoria,Torit,1001049,Ilieu,3184,0,0,1
South,Eastern Equatoria,Torit,1001050,New Kenya,2298,0,0,0
South,Eastern Equatoria,Torit,1001051,Haforierie,1888,0,0,0
South,Eastern Equatoria,Torit,1001052,Mura - Hatha,3985,0,0,1
South,Eastern Equatoria,Torit,1001053,Hidonge Ifura,1829,0,0,1
South,Eastern Equatoria,Torit,1001054,Keberek,612,0,0,0
South,Eastern Equatoria,Torit,1001055,Ofong,2398,0,0,1
South,Eastern Equatoria,Torit,1001056,Bore Wajak,700,0,0,5
South,Eastern Equatoria,Torit,1001057,Otose,1182,0,0,3
South,Eastern Equatoria,Torit,1001058,Torit Prison Centre,143,1,0,0
South,Eastern Equatoria,Lopa/Lafon,1002001,Loming,834,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002002,Mura Lolongo,796,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002003,Wiliwili,648,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002004,Hatolok,139,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002005,Lofuluho,1997,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002006,Lohutok,2000,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002007,Ibahure,1863,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002008,Ibonni Centre,3020,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002009,Ohilang,800,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002010,Ibele,300,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002011,Atarangi,600,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002012,Hidonge Boma,1993,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002013,Imhejek,1524,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002014,Mura Lopit,2360,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002015,Habirongi,484,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002016,Lohobohobo,1992,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002017,Logonowati,3800,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002018,Lacharok,5400,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002019,Leteji,1398,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002020,Tarre,794,0,0,2
South,Eastern Equatoria,Lopa/Lafon,1002021,Loluro,1186,0,7,0
South,Eastern Equatoria,Lopa/Lafon,1002022,Lomerok,1900,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002023,Haba,3177,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002024,Loturumo/Maitong,1981,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002025,Longiro,3969,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002026,Losou,2000,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002027,Idali Centre,3055,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002028,Tabwor,585,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002029,Lafon Centre,1033,0,0,6
South,Eastern Equatoria,Lopa/Lafon,1002030,Limoroo,999,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002031,Wipuboi,1199,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002032,Gang'golo,1268,0,0,2
South,Eastern Equatoria,Lopa/Lafon,1002033,Nyadida,842,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002034,Bwodo,1992,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002035,Pubuli,1995,0,0,4
South,Eastern Equatoria,Lopa/Lafon,1002036,Amiru,1990,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002037,Ukwanya,1853,0,0,8
South,Eastern Equatoria,Lopa/Lafon,1002038,Adeba,1395,0,0,0
South,Eastern Equatoria,Lopa/Lafon,1002039,Kuji,1786,0,0,1
South,Eastern Equatoria,Lopa/Lafon,1002040,Malnyang,1766,0,1,0
South,Eastern Equatoria,Lopa/Lafon,1002041,Ungebe,1593,0,0,4
South,Eastern Equatoria,Lopa/Lafon,1002042,Upuo,1402,0,0,2
South,Eastern Equatoria,Lopa/Lafon,1002043,Iuala,1994,0,0,0
South,Eastern Equatoria,Kapoeta North,1003001,Natir / Ruk-Ruk,1500,0,0,6
South,Eastern Equatoria,Kapoeta North,1003002,Kotak / Loriwo / Nalemsok,1605,0,0,3
South,Eastern Equatoria,Kapoeta North,1003003,Lokochoke /Naminitoit,1738,0,0,0
South,Eastern Equatoria,Kapoeta North,1003004,Napusiriet/Lotingatung,1290,0,0,0
South,Eastern Equatoria,Kapoeta North,1003005,Nakore/Kadapangolol,1158,0,0,3
South,Eastern Equatoria,Kapoeta North,1003006,Napetet/Narenggenma,1950,0,0,0
South,Eastern Equatoria,Kapoeta North,1003007,Loregai/Kudule,1721,1,0,4
South,Eastern Equatoria,Kapoeta North,1003008,Namonichek,1627,0,3,2
South,Eastern Equatoria,Kapoeta North,1003009,Naronyit / Naratega,1441,0,0,1
South,Eastern Equatoria,Kapoeta North,1003010,Nagomotoit,1258,0,0,2
South,Eastern Equatoria,Kapoeta North,1003011,Nyuda/Kop/Kadangolol,1102,4,0,10
South,Eastern Equatoria,Kapoeta North,1003012,Nagorom,1519,0,0,1
South,Eastern Equatoria,Kapoeta North,1003013,Nacholobo,1361,0,0,0
South,Eastern Equatoria,Kapoeta North,1003014,Moroangilimo/Choroi,1417,0,0,0
South,Eastern Equatoria,Kapoeta North,1003015,Naskal,1566,5,0,0
South,Eastern Equatoria,Kapoeta North,1003016,Lolepan,1678,0,0,0
South,Eastern Equatoria,Kapoeta North,1003017,Nangoletirae / Nadomeit,1641,0,0,0
South,Eastern Equatoria,Kapoeta North,1003018,Lomos / Soel / Nakwakitela,1667,0,0,0
South,Eastern Equatoria,Kapoeta North,1003019,Kanyounyekol,1800,0,0,0
South,Eastern Equatoria,Kapoeta North,1003020,Kamalioto / Natatur,1795,0,0,0
South,Eastern Equatoria,Kapoeta North,1003021,Lokoges / Wokobu,1526,0,0,0
South,Eastern Equatoria,Kapoeta North,1003022,Kibak Namerimugit,1198,0,0,1
South,Eastern Equatoria,Kapoeta North,1003023,Locheler / Napetete,1949,1,0,0
South,Eastern Equatoria,Kapoeta North,1003024,Lowyapuru Hamojongre,1467,2,0,0
South,Eastern Equatoria,Kapoeta North,1003025,Logerain / Moruongor,1747,0,0,0
South,Eastern Equatoria,Kapoeta North,1003026,Nawoyamuria Morunyananshe,1400,0,0,0
South,Eastern Equatoria,Kapoeta North,1003027,Nakapangitene,1054,0,0,0
South,Eastern Equatoria,Kapoeta North,1003028,Lotiakara / Lopotet,1835,0,0,0
South,Eastern Equatoria,Kapoeta North,1003029,Woyamong Ingoroko,1994,3,0,3
South,Eastern Equatoria,Kapoeta North,1003030,Lokodei,1681,0,0,1
South,Eastern Equatoria,Kapoeta East,1004001,Narus,2677,10,1,0
South,Eastern Equatoria,Kapoeta East,1004002,Nadapal,780,0,0,0
South,Eastern Equatoria,Kapoeta East,1004003,Loolim,2151,0,1,4
South,Eastern Equatoria,Kapoeta East,1004004,Lomuta,985,0,0,0
South,Eastern Equatoria,Kapoeta East,1004005,Kalacha,1073,0,0,0
South,Eastern Equatoria,Kapoeta East,1004006,Naliel,812,0,0,0
South,Eastern Equatoria,Kapoeta East,1004007,Kamee,1061,0,0,0
South,Eastern Equatoria,Kapoeta East,1004008,Kaldo,838,0,0,1
South,Eastern Equatoria,Kapoeta East,1004009,Nakoromoi,1068,0,0,1
South,Eastern Equatoria,Kapoeta East,1004010,Namilimilia,811,0,0,0
South,Eastern Equatoria,Kapoeta East,1004011,Lowoyakali,799,0,0,1
South,Eastern Equatoria,Kapoeta East,1004012,Nawoit,764,0,0,1
South,Eastern Equatoria,Kapoeta East,1004013,Nangatuny,968,0,7,4
South,Eastern Equatoria,Kapoeta East,1004014,Narrii,776,0,0,0
South,Eastern Equatoria,Kapoeta East,1004015,Kalokupe,725,0,0,0
South,Eastern Equatoria,Kapoeta East,1004016,Kair / Katodori,1153,0,0,0
South,Eastern Equatoria,Kapoeta East,1004017,Nangolet,810,0,0,0
South,Eastern Equatoria,Kapoeta East,1004018,Lokuma/Katadori,919,0,0,0
South,Eastern Equatoria,Kapoeta East,1004019,Nalemumor,848,0,0,2
South,Eastern Equatoria,Kapoeta East,1004020,Kabekenyang,701,0,0,0
South,Eastern Equatoria,Kapoeta East,1004021,Nakwajhom,825,0,0,0
South,Eastern Equatoria,Kapoeta East,1004022,Namojongkosowan,798,0,0,0
South,Eastern Equatoria,Kapoeta East,1004023,Chumai,802,0,0,0
South,Eastern Equatoria,Kapoeta East,1004024,Lokengot,795,0,0,0
South,Eastern Equatoria,Kapoeta East,1004025,Napusriet,835,0,0,0
South,Eastern Equatoria,Kapoeta East,1004026,Jie / Logut,790,0,0,0
South,Eastern Equatoria,Kapoeta East,1004027,Mogos Primary School,1275,0,0,5
South,Eastern Equatoria,Kapoeta East,1004028,Moruarengan,998,0,0,0
South,Eastern Equatoria,Kapoeta East,1004029,Nasuwat,1293,0,0,0
South,Eastern Equatoria,Kapoeta East,1004030,Lokochot / Nakidait,1019,0,0,0
South,Eastern Equatoria,Kapoeta East,1004031,Lochwua,1510,0,0,1
South,Eastern Equatoria,Kapoeta East,1004032,Lokiliyo / Nasigiriat,1030,0,0,0
South,Eastern Equatoria,Kapoeta East,1004033,Nabeyoik,993,0,0,0
South,Eastern Equatoria,Kapoeta East,1004034,Loreng/Lomuria./Napustiria,998,0,0,0
South,Eastern Equatoria,Kapoeta East,1004035,Nadapalaiy,920,0,3,1
South,Eastern Equatoria,Kapoeta East,1004036,Naliwatom,715,0,0,2
South,Eastern Equatoria,Kapoeta East,1004037,Neinyengcor,858,0,0,0
South,Eastern Equatoria,Kapoeta East,1004038,Namorpis,1545,0,0,0
South,Eastern Equatoria,Kapoeta East,1004039,Kalobeleny,1800,0,0,0
South,Eastern Equatoria,Kapoeta East,1004040,Lotakawa,1135,0,0,0
South,Eastern Equatoria,Kapoeta East,1004041,Napwatasikiria,1011,0,0,0
South,Eastern Equatoria,Kapoeta East,1004042,Nabweletom,1722,0,0,0
South,Eastern Equatoria,Kapoeta East,1004043,Namolokonyit,840,0,0,0
South,Eastern Equatoria,Kapoeta East,1004044,Peikim,738,0,0,0
South,Eastern Equatoria,Kapoeta East,1004045,Burutan,701,0,0,0
South,Eastern Equatoria,Kapoeta East,1004046,Kaloreng,1599,0,0,0
South,Eastern Equatoria,Kapoeta East,1004047,Nacodokopele,904,0,0,0
South,Eastern Equatoria,Kapoeta East,1004048,Kuron 1,1203,0,0,0
South,Eastern Equatoria,Kapoeta East,1004049,Morukomod,2000,0,0,0
South,Eastern Equatoria,Kapoeta East,1004050,Nagurgur,1578,0,0,0
South,Eastern Equatoria,Kapoeta East,1004051,Kangelang,1398,0,0,0
South,Eastern Equatoria,Kapoeta East,1004052,Natubot,780,0,0,0
South,Eastern Equatoria,Kapoeta East,1004053,Lodome / Litimoy,860,0,0,0
South,Eastern Equatoria,Kapoeta East,1004054,Namunyongor / Kelesia,1228,0,0,4
South,Eastern Equatoria,Kapoeta East,1004055,Loimoy,1199,0,0,1
South,Eastern Equatoria,Kapoeta South,1005001,Nackut / Lomoonlole,922,0,0,0
South,Eastern Equatoria,Kapoeta South,1005002,Narekadae Centre,1699,0,0,0
South,Eastern Equatoria,Kapoeta South,1005003,Napedayit / Natico,1526,0,0,2
South,Eastern Equatoria,Kapoeta South,1005004,Lopala,1280,0,0,0
South,Eastern Equatoria,Kapoeta South,1005005,Morwaarengan,1048,0,1,2
South,Eastern Equatoria,Kapoeta South,1005006,Nakeko,1026,0,0,0
South,Eastern Equatoria,Kapoeta South,1005007,Nakarapeta,1021,0,0,5
South,Eastern Equatoria,Kapoeta South,1005008,Longeleya / Lolemu,858,0,0,0
South,Eastern Equatoria,Kapoeta South,1005009,Naapong,1132,0,0,0
South,Eastern Equatoria,Kapoeta South,1005010,Kangatuny,1035,0,0,0
South,Eastern Equatoria,Kapoeta South,1005011,Kayata,1002,0,0,1
South,Eastern Equatoria,Kapoeta South,1005012,Kanapuse,609,0,0,0
South,Eastern Equatoria,Kapoeta South,1005013,Katiyakin,796,0,0,0
South,Eastern Equatoria,Kapoeta South,1005014,Lowoyapuru,975,0,0,5
South,Eastern Equatoria,Kapoeta South,1005015,Natapar,800,0,0,0
South,Eastern Equatoria,Kapoeta South,1005016,Najolojol Center,1100,0,0,0
South,Eastern Equatoria,Kapoeta South,1005017,Nalempecyel,1809,0,0,1
South,Eastern Equatoria,Kapoeta South,1005018,Naregae - Katiko Payam,760,0,0,0
South,Eastern Equatoria,Kapoeta South,1005019,Katiku - Papetit / Rengekol,855,0,0,0
South,Eastern Equatoria,Kapoeta South,1005020,Loming,933,0,0,0
South,Eastern Equatoria,Kapoeta South,1005021,Nameresya,1054,0,0,6
South,Eastern Equatoria,Kapoeta South,1005022,Natirea / Korea,1372,0,0,0
South,Eastern Equatoria,Kapoeta South,1005023,Lowuriyen / Lonyangat,1092,0,0,9
South,Eastern Equatoria,Kapoeta South,1005024,Nakordula,1216,0,0,0
South,Eastern Equatoria,Kapoeta South,1005025,Nacilagur / Lomun 2,818,0,0,0
South,Eastern Equatoria,Kapoeta South,1005026,Karabong,1059,0,0,0
South,Eastern Equatoria,Kapoeta South,1005027,Lokalees,1135,0,0,1
South,Eastern Equatoria,Kapoeta South,1005028,Nayonakatan,1231,0,0,0
South,Eastern Equatoria,Kapoeta South,1005029,Lokwasunyuon,880,0,0,0
South,Eastern Equatoria,Kapoeta South,1005030,Natuipir / Lokooges,1108,0,0,0
South,Eastern Equatoria,Kapoeta South,1005031,Nakwaare,1465,0,0,1
South,Eastern Equatoria,Kapoeta South,1005032,Muuc,1906,0,0,0
South,Eastern Equatoria,Kapoeta South,1005033,Nyuda,1496,0,0,0
South,Eastern Equatoria,Kapoeta South,1005034,Namaryawl,1154,0,0,0
South,Eastern Equatoria,Kapoeta South,1005035,Atlabara,952,5,5,0
South,Eastern Equatoria,Kapoeta South,1005036,Hai Tarawa,1386,2,1,4
South,Eastern Equatoria,Kapoeta South,1005037,Hai Rei B,1028,0,0,0
South,Eastern Equatoria,Kapoeta South,1005038,Hai Mustefa,1176,0,0,14
South,Eastern Equatoria,Kapoeta South,1005039,Nalingaro,722,5,0,2
South,Eastern Equatoria,Kapoeta South,1005040,Ngeli / Hai Rei / Hai Sujun,765,0,0,1
South,Eastern Equatoria,Budi,1006001,Chukudum,3304,0,0,0
South,Eastern Equatoria,Budi,1006002,Lotedo,862,0,0,2
South,Eastern Equatoria,Budi,1006003,Konyokonyo,1002,0,0,0
South,Eastern Equatoria,Budi,1006004,Dokoch,1285,0,0,0
South,Eastern Equatoria,Budi,1006005,Kikilai,1262,0,0,1
South,Eastern Equatoria,Budi,1006006,Himan,836,0,0,0
South,Eastern Equatoria,Budi,1006007,Piobokoi,804,3,0,0
South,Eastern Equatoria,Budi,1006008,Lorege,1020,2,0,0
South,Eastern Equatoria,Budi,1006009,Ibahany,1289,0,0,1
South,Eastern Equatoria,Budi,1006010,Hiria,2063,0,0,2
South,Eastern Equatoria,Budi,1006011,Nalingaro,994,0,0,0
South,Eastern Equatoria,Budi,1006012,Naperatom,1413,0,0,0
South,Eastern Equatoria,Budi,1006013,Nahichod,1056,0,0,1
South,Eastern Equatoria,Budi,1006014,Boholonya,1133,0,0,0
South,Eastern Equatoria,Budi,1006015,Kapeta,1318,0,0,0
South,Eastern Equatoria,Budi,1006016,Ngathilani,902,0,0,0
South,Eastern Equatoria,Budi,1006017,Charet Primary School,1402,0,0,0
South,Eastern Equatoria,Budi,1006018,Nangorilem,429,0,1,0
South,Eastern Equatoria,Budi,1006019,Hitella,842,0,0,0
South,Eastern Equatoria,Budi,1006020,Kalukanyum,464,0,0,1
South,Eastern Equatoria,Budi,1006021,Lauro Center,1395,1,0,0
South,Eastern Equatoria,Budi,1006022,Kataruk,1390,0,0,0
South,Eastern Equatoria,Budi,1006023,Kaliba,1390,0,0,2
South,Eastern Equatoria,Budi,1006024,Hathnac,1424,0,0,4
South,Eastern Equatoria,Budi,1006025,Mahiria,1251,0,0,0
South,Eastern Equatoria,Budi,1006026,Napak,2164,0,0,2
South,Eastern Equatoria,Budi,1006027,Kimotong,2107,0,0,3
South,Eastern Equatoria,Budi,1006028,Loryok,1640,0,0,0
South,Eastern Equatoria,Budi,1006029,Faraka-Sika,1833,0,0,0
South,Eastern Equatoria,Ikotos,1007001,Ikowoto Town,3519,1,0,9
South,Eastern Equatoria,Ikotos,1007002,Lorima,999,0,0,1
South,Eastern Equatoria,Ikotos,1007003,Itieuso,1388,0,0,9
South,Eastern Equatoria,Ikotos,1007004,Momoria,1144,0,0,1
South,Eastern Equatoria,Ikotos,1007005,Ngutube,1396,0,0,0
South,Eastern Equatoria,Ikotos,1007006,Lohila,1995,0,0,5
South,Eastern Equatoria,Ikotos,1007007,Tseretenya,2000,0,0,0
South,Eastern Equatoria,Ikotos,1007008,Chorokol,1889,0,0,2
South,Eastern Equatoria,Ikotos,1007009,Loduromo,3800,0,0,0
South,Eastern Equatoria,Ikotos,1007010,Lodwara,1797,0,0,0
South,Eastern Equatoria,Ikotos,1007011,Ramula Lomohidang,1248,0,0,0
South,Eastern Equatoria,Ikotos,1007012,Okorochore,861,0,0,0
South,Eastern Equatoria,Ikotos,1007013,Lohihe Center,731,0,0,0
South,Eastern Equatoria,Ikotos,1007014,Chahari,1961,0,0,2
South,Eastern Equatoria,Ikotos,1007015,Hiriafit,950,0,0,0
South,Eastern Equatoria,Ikotos,1007016,Lobira Center,2910,0,0,7
South,Eastern Equatoria,Ikotos,1007017,Burung,1571,0,0,0
South,Eastern Equatoria,Ikotos,1007018,Isohe,2995,0,0,5
South,Eastern Equatoria,Ikotos,1007019,Hafoliere,2731,0,0,1
South,Eastern Equatoria,Ikotos,1007020,Logire Hutukhinyang,891,1,0,0
South,Eastern Equatoria,Ikotos,1007021,Tolok,611,0,0,0
South,Eastern Equatoria,Ikotos,1007022,Lafi Center,1706,0,0,11
South,Eastern Equatoria,Ikotos,1007023,Lomogoro,1180,0,0,3
South,Eastern Equatoria,Ikotos,1007024,Labwaye,1998,0,0,0
South,Eastern Equatoria,Ikotos,1007025,Logire Kakak,1999,0,0,0
South,Eastern Equatoria,Ikotos,1007026,Ngaluma,1785,0,0,1
South,Eastern Equatoria,Ikotos,1007027,Hatire Center,1038,2,2,3
South,Eastern Equatoria,Ikotos,1007028,Isuhak,910,0,0,0
South,Eastern Equatoria,Ikotos,1007029,Lohui,858,0,0,0
South,Eastern Equatoria,Ikotos,1007030,Imilai,1030,0,0,1
South,Eastern Equatoria,Ikotos,1007031,Lotome,1980,0,0,3
South,Eastern Equatoria,Ikotos,1007032,Karenga,2406,0,0,6
South,Eastern Equatoria,Ikotos,1007033,Nakoringole,1087,1,0,7
South,Eastern Equatoria,Ikotos,1007034,Bira,1674,0,0,3
South,Eastern Equatoria,Magwi,1008001,Paluonganyi,764,1,2,8
South,Eastern Equatoria,Magwi,1008002,Kilio Village,1777,4,0,3
South,Eastern Equatoria,Magwi,1008003,Bura  /Ijula,1777,2,0,3
South,Eastern Equatoria,Magwi,1008004,Omeo Primary school,3244,0,0,5
South,Eastern Equatoria,Magwi,1008005,Agoro Centre,387,0,0,0
South,Eastern Equatoria,Magwi,1008006,Agoro Unity,1236,3,0,8
South,Eastern Equatoria,Magwi,1008007,Omiling,968,0,0,0
South,Eastern Equatoria,Magwi,1008008,Dak -Oloyo P/S,166,0,0,0
South,Eastern Equatoria,Magwi,1008009,Iwire H/Q,659,0,0,2
South,Eastern Equatoria,Magwi,1008010,Abara Kurabong Market,1159,2,0,8
South,Eastern Equatoria,Magwi,1008011,Amee East,478,1,0,1
South,Eastern Equatoria,Magwi,1008012,Nyolo,729,4,0,0
South,Eastern Equatoria,Magwi,1008013,Ayii P/S,588,2,0,0
South,Eastern Equatoria,Magwi,1008014,Nyacigak,1446,2,0,4
South,Eastern Equatoria,Magwi,1008015,Owiny-Kibul Centre,2620,3,0,7
South,Eastern Equatoria,Magwi,1008016,Beyo - Abiro,552,0,0,1
South,Eastern Equatoria,Magwi,1008017,Ayollo,438,0,0,1
South,Eastern Equatoria,Magwi,1008018,Oboke- Olot,208,0,0,0
South,Eastern Equatoria,Magwi,1008019,Alworo- Otong 1,699,0,0,2
South,Eastern Equatoria,Magwi,1008020,Dicwinyi,417,0,0,0
South,Eastern Equatoria,Magwi,1008021,Pajok Centre,572,0,0,1
South,Eastern Equatoria,Magwi,1008022,Paitenge,414,0,0,0
South,Eastern Equatoria,Magwi,1008023,AIC Church,306,0,0,0
South,Eastern Equatoria,Magwi,1008024,Caigon Centre,602,0,0,1
South,Eastern Equatoria,Magwi,1008025,Lakima,499,0,0,0
South,Eastern Equatoria,Magwi,1008026,Atepi Nursery,459,0,0,0
South,Eastern Equatoria,Magwi,1008027,Lawaci,374,0,0,0
South,Eastern Equatoria,Magwi,1008028,Pogee,763,0,0,0
South,Eastern Equatoria,Magwi,1008029,Isore 1,1799,0,0,1
South,Eastern Equatoria,Magwi,1008030,Pamaikong,914,0,0,4
South,Eastern Equatoria,Magwi,1008031,Lobone R. Centre,1068,0,0,2
South,Eastern Equatoria,Magwi,1008032,Palwar Tekituba,1030,0,0,1
South,Eastern Equatoria,Magwi,1008033,Kicenge,450,0,0,1
South,Eastern Equatoria,Magwi,1008034,Loudo,1682,0,0,7
South,Eastern Equatoria,Magwi,1008035,Aliya,665,0,0,0
South,Eastern Equatoria,Magwi,1008036,Lerwa,264,3,0,0
South,Eastern Equatoria,Magwi,1008037,Asei,1877,3,4,16
South,Eastern Equatoria,Magwi,1008038,Mutebwa,1888,0,0,0
South,Eastern Equatoria,Magwi,1008039,Opi,1604,0,0,3
South,Eastern Equatoria,Magwi,1008040,Bari,1201,4,0,0
South,Eastern Equatoria,Magwi,1008041,Alu,1632,2,0,16
South,Eastern Equatoria,Magwi,1008042,Palungwa,1187,1,2,5
South,Eastern Equatoria,Magwi,1008043,Gandzi,1806,2,0,19
South,Eastern Equatoria,Magwi,1008044,Paluru,590,2,0,2
South,Eastern Equatoria,Magwi,1008045,Avumandrici,1635,0,0,4
South,Eastern Equatoria,Magwi,1008046,ogili,1831,0,0,13
South,Eastern Equatoria,Magwi,1008047,Sau 1,1177,0,0,17
South,Eastern Equatoria,Magwi,1008048,Lawiru Centre,1586,0,0,22
South,Eastern Equatoria,Magwi,1008049,Star of Hope,2783,9,0,44
South,Eastern Equatoria,Magwi,1008050,Kololo Primary school,2140,3,6,41
South,Eastern Equatoria,Magwi,1008051,Motoyo Market,1985,8,0,9
South,Eastern Equatoria,Magwi,1008052,Ebwa,3039,7,0,25
South,Eastern Equatoria,Magwi,1008053,Nzara Primary School,884,2,0,5
South,Eastern Equatoria,Magwi,1008054,Nile Progressive SS,879,9,9,6
South,Eastern Equatoria,Magwi,1008055,Jelei,321,2,0,6
South,Eastern Equatoria,Magwi,1008056,Iti Alo,2045,4,0,19
South,Eastern Equatoria,Magwi,1008057,Hai Kanisa,2315,1,0,1
South,Eastern Equatoria,Magwi,1008058,Pager Centre,1057,0,0,4
South,Eastern Equatoria,Magwi,1008059,Nyongwa,602,2,0,5
South,Eastern Equatoria,Magwi,1008060,Arapi Farm,1192,2,0,1
South,Eastern Equatoria,Magwi,1008061,Irriya basic school,1480,3,0,6
South,Eastern Equatoria,Magwi,1008062,Loa Mission,897,3,1,0
South,Eastern Equatoria,Magwi,1008063,Moli Andro Primary School,163,0,0,0
South,Eastern Equatoria,Magwi,1008064,Moli Tokuro Primary School,1393,2,0,2
South,Eastern Equatoria,Magwi,1008065,Opari Basic school,1122,0,0,1
South,Eastern Equatoria,Magwi,1008066,Musura Health Centre,362,0,0,2
South,Eastern Equatoria,Magwi,1008067,Kerepi center,1304,6,1,1
South,Eastern Equatoria,Magwi,1008068,Dereto Primary school,574,2,0,0
South,Eastern Equatoria,Magwi,1008069,Kerepi Centre,189,1,0,0
OCV,Kenya,Nairobi 1,3101901,Nairobi Railway Club,1007,5,3,2
OCV,Kenya,Nairobi 1,3101904,Nairobi Railway Club,813,4,5,1
